 ,Area(Ventricle),Mean(Ventricle),StdDev(Ventricle),Min(Ventricle),Max(Ventricle),Feret(Ventricle),FeretX(Ventricle),FeretY(Ventricle),FeretAngle(Ventricle),MinFeret(Ventricle)
1,29848,150.918,15.526,105,186,198,521,460,90,192
2,29848,149.496,15.141,106,185,198,521,460,90,192
3,29848,148.233,14.952,106,183,198,521,460,90,192
4,29848,146.800,14.744,105,182,198,521,460,90,192
5,29848,145.466,14.270,107,179,198,521,460,90,192
6,29848,145.459,14.277,106,179,198,521,460,90,192
7,29848,144.201,13.948,106,181,198,521,460,90,192
8,29848,142.855,13.541,103,178,198,521,460,90,192
9,29848,141.681,13.084,102,177,198,521,460,90,192
10,29848,140.214,12.667,103,177,198,521,460,90,192
11,29848,139.348,12.465,103,177,198,521,460,90,192
12,29848,138.807,12.177,102,178,198,521,460,90,192
13,29848,138.807,12.186,102,177,198,521,460,90,192
14,29848,138.353,11.864,103,176,198,521,460,90,192
15,29848,138.082,12.030,102,179,198,521,460,90,192
16,29848,138.155,12.191,100,179,198,521,460,90,192
17,29848,138.230,12.196,101,176,198,521,460,90,192
18,29848,138.986,12.770,101,176,198,521,460,90,192
19,29848,139.952,13.530,102,175,198,521,460,90,192
20,29848,140.416,13.900,102,176,198,521,460,90,192
21,29848,140.418,13.889,102,176,198,521,460,90,192
22,29848,141.141,14.280,102,177,198,521,460,90,192
23,29848,141.892,14.422,102,179,198,521,460,90,192
24,29848,142.425,14.713,103,178,198,521,460,90,192
25,29848,142.828,14.958,104,180,198,521,460,90,192
26,29848,143.200,14.836,103,181,198,521,460,90,192
27,29848,143.355,15.158,103,180,198,521,460,90,192
28,29848,143.485,15.243,103,180,198,521,460,90,192
29,29848,143.471,15.248,103,180,198,521,460,90,192
30,29848,143.731,15.051,103,180,198,521,460,90,192
31,29848,144.485,15.030,102,181,198,521,460,90,192
32,29848,145.280,15.175,102,182,198,521,460,90,192
33,29848,146.912,15.936,102,185,198,521,460,90,192
34,29848,149.594,16.477,102,187,198,521,460,90,192
35,29848,151.908,16.658,103,188,198,521,460,90,192
36,29848,151.902,16.643,103,188,198,521,460,90,192
37,29848,153.106,16.539,104,186,198,521,460,90,192
38,29848,153.830,16.577,104,186,198,521,460,90,192
39,29848,154.275,16.607,104,186,198,521,460,90,192
40,29848,154.358,16.566,104,186,198,521,460,90,192
41,29848,153.045,15.792,105,185,198,521,460,90,192
42,29848,150.942,15.243,106,185,198,521,460,90,192
43,29848,149.063,15.186,106,183,198,521,460,90,192
44,29848,149.065,15.185,106,183,198,521,460,90,192
45,29848,146.915,14.463,104,183,198,521,460,90,192
46,29848,145.089,13.924,103,185,198,521,460,90,192
47,29848,143.200,13.335,102,180,198,521,460,90,192
48,29848,141.154,12.679,102,178,198,521,460,90,192
49,29848,138.881,12.044,102,173,198,521,460,90,192
50,29848,136.893,11.145,101,168,198,521,460,90,192
51,29848,135.206,10.499,102,165,198,521,460,90,192
52,29848,135.208,10.497,102,165,198,521,460,90,192
53,29848,133.861,9.830,100,165,198,521,460,90,192
54,29848,132.756,9.347,100,163,198,521,460,90,192
55,29848,131.932,9.032,101,161,198,521,460,90,192
56,29848,130.880,8.656,101,159,198,521,460,90,192
57,29848,128.765,7.559,99,151,198,521,460,90,192
58,29848,127.529,7.423,95,152,198,521,460,90,192
59,29848,127.295,7.271,92,150,198,521,460,90,192
60,29848,127.299,7.268,92,152,198,521,460,90,192
61,29848,127.253,7.202,96,152,198,521,460,90,192
62,29848,127.423,7.755,98,157,198,521,460,90,192
63,29848,127.845,8.311,100,158,198,521,460,90,192
64,29848,129.282,9.073,103,163,198,521,460,90,192
65,29848,130.661,9.882,103,165,198,521,460,90,192
66,29848,133.632,11.469,102,177,198,521,460,90,192
67,29848,133.636,11.469,102,177,198,521,460,90,192
68,29848,137.048,12.781,104,177,198,521,460,90,192
69,29848,140.236,13.760,107,178,198,521,460,90,192
70,29848,142.263,14.190,107,185,198,521,460,90,192
71,29848,143.258,14.515,104,186,198,521,460,90,192
72,29848,144.226,15.001,105,186,198,521,460,90,192
73,29848,144.583,14.848,101,186,198,521,460,90,192
74,29848,144.759,14.774,101,186,198,521,460,90,192
75,29848,144.762,14.773,101,186,198,521,460,90,192
76,29848,144.892,14.774,101,186,198,521,460,90,192
77,29848,144.574,14.626,103,186,198,521,460,90,192
78,29848,143.478,13.982,102,184,198,521,460,90,192
79,29848,142.322,13.596,104,180,198,521,460,90,192
80,29848,141.236,13.083,103,179,198,521,460,90,192
81,29848,139.226,12.399,102,177,198,521,460,90,192
82,29848,137.268,11.646,101,175,198,521,460,90,192
83,29848,137.261,11.649,101,175,198,521,460,90,192
84,29848,135.556,11.133,100,172,198,521,460,90,192
85,29848,134.105,10.280,100,169,198,521,460,90,192
86,29848,132.530,9.770,99,167,198,521,460,90,192
87,29848,131.369,8.988,100,165,198,521,460,90,192
88,29848,130.426,8.678,101,164,198,521,460,90,192
89,29848,129.553,8.365,102,162,198,521,460,90,192
90,29848,129.544,8.368,102,162,198,521,460,90,192
91,29848,128.372,7.691,98,156,198,521,460,90,192
92,29848,126.750,6.903,94,153,198,521,460,90,192
93,29848,125.906,6.621,94,153,198,521,460,90,192
94,29848,125.830,6.392,95,150,198,521,460,90,192
95,29848,125.755,6.658,96,150,198,521,460,90,192
96,29848,126.548,7.194,102,153,198,521,460,90,192
97,29848,127.604,8.301,103,163,198,521,460,90,192
98,29848,127.594,8.300,103,163,198,521,460,90,192
99,29848,129.875,10.124,104,171,198,521,460,90,192
100,29848,133.548,11.652,104,180,198,521,460,90,192
101,29848,136.581,12.766,102,177,198,521,460,90,192
102,29848,138.925,13.581,104,186,198,521,460,90,192
103,29848,140.616,13.884,103,185,198,521,460,90,192
104,29848,141.326,14.245,102,186,198,521,460,90,192
105,29848,141.750,14.295,101,187,198,521,460,90,192
106,29848,141.753,14.296,101,187,198,521,460,90,192
107,29848,141.997,14.135,102,186,198,521,460,90,192
108,29848,142.832,13.813,98,186,198,521,460,90,192
109,29848,142.976,13.797,102,186,198,521,460,90,192
110,29848,141.245,13.335,101,182,198,521,460,90,192
111,29848,140.595,13.320,101,183,198,521,460,90,192
112,29848,139.486,13.058,100,181,198,521,460,90,192
113,29848,139.478,13.063,100,180,198,521,460,90,192
114,29848,137.416,11.879,99,178,198,521,460,90,192
115,29848,135.491,11.319,100,174,198,521,460,90,192
116,29848,133.797,10.708,102,169,198,521,460,90,192
117,29848,132.734,9.822,103,165,198,521,460,90,192
118,29848,131.640,9.161,103,165,198,521,460,90,192
119,29848,130.432,8.543,103,163,198,521,460,90,192
120,29848,129.468,7.980,102,160,198,521,460,90,192
121,29848,129.466,7.973,102,160,198,521,460,90,192
122,29848,128.686,7.707,99,157,198,521,460,90,192
123,29848,127.735,7.199,101,159,198,521,460,90,192
124,29848,126.842,6.744,102,156,198,521,460,90,192
125,29848,126.322,6.413,102,155,198,521,460,90,192
126,29848,126.245,6.579,99,155,198,521,460,90,192
127,29848,127.531,7.543,103,155,198,521,460,90,192
128,29848,130.661,9.900,104,166,198,521,460,90,192
129,29848,130.656,9.897,104,166,198,521,460,90,192
130,29848,134.648,12.126,104,178,198,521,460,90,192
131,29848,137.460,13.306,105,181,198,521,460,90,192
132,29848,139.496,14.240,105,183,198,521,460,90,192
133,29848,140.824,14.538,104,181,198,521,460,90,192
134,29848,141.822,14.762,103,185,198,521,460,90,192
135,29848,142.953,14.650,105,185,198,521,460,90,192
136,29848,142.951,14.652,105,185,198,521,460,90,192
137,29848,143.155,14.589,105,185,198,521,460,90,192
138,29848,143.591,14.786,108,184,198,521,460,90,192
139,29848,143.613,14.715,103,186,198,521,460,90,192
140,29848,143.648,14.599,103,183,198,521,460,90,192
141,29848,143.368,14.517,106,183,198,521,460,90,192
142,29848,142.139,14.090,104,180,198,521,460,90,192
143,29848,140.776,13.788,103,178,198,521,460,90,192
144,29848,140.770,13.792,103,178,198,521,460,90,192
145,29848,139.594,13.396,103,177,198,521,460,90,192
146,29848,138.012,13.059,100,179,198,521,460,90,192
147,29848,136.777,12.416,101,183,198,521,460,90,192
148,29848,136.035,11.920,102,177,198,521,460,90,192
149,29848,135.150,11.700,99,168,198,521,460,90,192
150,29848,134.731,11.217,99,167,198,521,460,90,192
151,29848,134.401,11.063,103,164,198,521,460,90,192
152,29848,134.403,11.062,103,164,198,521,460,90,192
153,29848,133.840,10.903,102,162,198,521,460,90,192
154,29848,133.310,10.619,103,163,198,521,460,90,192
155,29848,139.840,13.305,105,176,198,521,460,90,192
156,29848,151.919,15.995,109,188,198,521,460,90,192
157,29848,158.170,16.583,112,185,198,521,460,90,192
158,29848,160.869,16.388,112,186,198,521,460,90,192
159,29848,162.203,15.812,111,187,198,521,460,90,192
160,29848,162.201,15.814,111,187,198,521,460,90,192
161,29848,161.463,15.666,113,188,198,521,460,90,192
162,29848,161.399,15.638,115,189,198,521,460,90,192
163,29848,160.986,15.565,114,189,198,521,460,90,192
164,29848,159.701,15.713,112,187,198,521,460,90,192
165,29848,157.826,15.785,110,186,198,521,460,90,192
166,29848,156.449,15.720,110,187,198,521,460,90,192
167,29848,156.445,15.723,110,187,198,521,460,90,192
168,29848,154.907,15.632,109,185,198,521,460,90,192
169,29848,152.681,15.648,106,186,198,521,460,90,192
170,29848,150.604,15.314,102,186,198,521,460,90,192
171,29848,148.523,14.960,99,185,198,521,460,90,192
172,29848,146.600,14.409,100,180,198,521,460,90,192
173,29848,144.386,13.815,103,182,198,521,460,90,192
174,29848,142.464,13.404,100,177,198,521,460,90,192
175,29848,142.463,13.408,100,177,198,521,460,90,192
176,29848,141.104,12.917,103,175,198,521,460,90,192
177,29848,140.424,12.393,100,172,198,521,460,90,192
178,29848,140.904,12.604,102,173,198,521,460,90,192
179,29848,142.289,13.632,100,179,198,521,460,90,192
180,29848,143.534,14.112,102,180,198,521,460,90,192
181,29848,149.922,15.402,107,182,198,521,460,90,192
182,29848,157.943,16.362,109,188,198,521,460,90,192
183,29848,157.940,16.363,109,188,198,521,460,90,192
184,29848,162.875,16.451,112,187,198,521,460,90,192
