 ,Area(Ventricle),Mean(Ventricle),StdDev(Ventricle),Min(Ventricle),Max(Ventricle),Feret(Ventricle),FeretX(Ventricle),FeretY(Ventricle),FeretAngle(Ventricle),MinFeret(Ventricle)
1,29848,96.836,27.250,4,152,198,521,460,90,192
2,29848,96.816,27.262,4,151,198,521,460,90,192
3,29848,95.327,26.502,3,153,198,521,460,90,192
4,29848,95.295,26.360,3,152,198,521,460,90,192
5,29848,94.766,26.152,3,153,198,521,460,90,192
6,29848,94.756,26.156,3,153,198,521,460,90,192
7,29848,93.701,25.840,4,152,198,521,460,90,192
8,29848,93.086,25.498,4,147,198,521,460,90,192
9,29848,92.595,25.316,4,147,198,521,460,90,192
10,29848,92.361,25.215,5,147,198,521,460,90,192
11,29848,92.332,25.224,5,147,198,521,460,90,192
12,29848,91.068,24.755,6,145,198,521,460,90,192
13,29848,92.797,24.747,5,148,198,521,460,90,192
14,29848,93.048,24.520,5,144,198,521,460,90,192
15,29848,95.010,24.471,7,145,198,521,460,90,192
16,29848,94.995,24.482,7,145,198,521,460,90,192
17,29848,94.724,24.312,6,146,198,521,460,90,192
18,29848,93.730,23.714,5,145,198,521,460,90,192
19,29848,92.929,23.247,5,141,198,521,460,90,192
20,29848,91.524,22.645,4,140,198,521,460,90,192
21,29848,91.530,22.643,4,140,198,521,460,90,192
22,29848,90.724,22.385,4,140,198,521,460,90,192
23,29848,89.627,22.107,5,140,198,521,460,90,192
24,29848,89.026,22.126,4,138,198,521,460,90,192
25,29848,89.016,22.121,4,138,198,521,460,90,192
26,29848,88.387,21.904,4,136,198,521,460,90,192
27,29848,88.718,22.114,4,140,198,521,460,90,192
28,29848,88.456,22.212,4,141,198,521,460,90,192
29,29848,88.540,22.295,5,140,198,521,460,90,192
30,29848,88.548,22.291,4,140,198,521,460,90,192
31,29848,89.099,22.576,5,139,198,521,460,90,192
32,29848,91.685,24.069,5,149,198,521,460,90,192
33,29848,94.298,24.831,5,150,198,521,460,90,192
34,29848,95.798,25.617,4,153,198,521,460,90,192
35,29848,95.814,25.612,5,153,198,521,460,90,192
36,29848,96.149,25.948,5,153,198,521,460,90,192
37,29848,96.517,25.949,5,154,198,521,460,90,192
38,29848,96.649,25.815,5,155,198,521,460,90,192
39,29848,96.139,25.516,4,155,198,521,460,90,192
40,29848,96.205,25.510,4,155,198,521,460,90,192
41,29848,95.094,24.783,5,153,198,521,460,90,192
42,29848,94.047,24.379,5,148,198,521,460,90,192
43,29848,93.885,24.355,5,150,198,521,460,90,192
44,29848,93.893,24.357,5,150,198,521,460,90,192
45,29848,93.446,24.231,5,149,198,521,460,90,192
46,29848,92.333,23.840,5,147,198,521,460,90,192
