 ,Area(Ventricle),Mean(Ventricle),StdDev(Ventricle),Min(Ventricle),Max(Ventricle),Feret(Ventricle),FeretX(Ventricle),FeretY(Ventricle),FeretAngle(Ventricle),MinFeret(Ventricle)
1,29848,145.944,24.724,82,177,198,521,460,90,192
2,29848,145.271,24.573,82,176,198,521,460,90,192
3,29848,145.353,24.279,84,176,198,521,460,90,192
4,29848,145.666,23.665,84,175,198,521,460,90,192
5,29848,144.536,23.587,84,174,198,521,460,90,192
6,29848,143.647,23.522,83,175,198,521,460,90,192
7,29848,142.340,23.487,83,173,198,521,460,90,192
8,29848,139.709,23.954,80,174,198,521,460,90,192
9,29848,137.273,23.862,78,172,198,521,460,90,192
10,29848,137.267,23.870,78,172,198,521,460,90,192
11,29848,135.734,24.035,78,172,198,521,460,90,192
12,29848,133.601,24.367,76,171,198,521,460,90,192
13,29848,130.797,24.718,74,171,198,521,460,90,192
14,29848,128.388,24.680,72,169,198,521,460,90,192
15,29848,127.292,24.527,72,169,198,521,460,90,192
16,29848,127.229,24.526,72,168,198,521,460,90,192
17,29848,128.557,24.706,72,170,198,521,460,90,192
18,29848,130.173,24.636,70,169,198,521,460,90,192
19,29848,130.256,24.609,71,169,198,521,460,90,192
20,29848,130.488,25.070,71,169,198,521,460,90,192
21,29848,139.501,25.868,74,177,198,521,460,90,192
22,29848,147.497,24.807,84,182,198,521,460,90,192
23,29848,153.669,25.536,84,187,198,521,460,90,192
24,29848,153.674,25.544,84,186,198,521,460,90,192
25,29848,155.597,26.184,86,190,198,521,460,90,192
26,29848,156.003,26.441,86,191,198,521,460,90,192
27,29848,155.833,26.326,85,191,198,521,460,90,192
28,29848,153.679,25.363,85,190,198,521,460,90,192
29,29848,154.203,24.663,85,190,198,521,460,90,192
30,29848,153.610,24.182,87,188,198,521,460,90,192
31,29848,154.336,23.868,89,189,198,521,460,90,192
32,29848,154.274,23.674,89,189,198,521,460,90,192
33,29848,154.138,24.415,90,190,198,521,460,90,192
34,29848,153.088,24.005,89,189,198,521,460,90,192
35,29848,152.966,22.960,90,190,198,521,460,90,192
36,29848,151.659,23.059,88,190,198,521,460,90,192
37,29848,149.355,23.440,85,188,198,521,460,90,192
38,29848,147.394,24.245,86,190,198,521,460,90,192
39,29848,147.408,24.248,85,190,198,521,460,90,192
40,29848,145.556,24.215,84,190,198,521,460,90,192
41,29848,144.083,24.390,85,189,198,521,460,90,192
42,29848,142.537,24.517,85,189,198,521,460,90,192
43,29848,141.397,24.834,85,189,198,521,460,90,192
44,29848,140.243,25.117,85,187,198,521,460,90,192
45,29848,139.137,24.789,84,186,198,521,460,90,192
46,29848,139.961,24.652,83,187,198,521,460,90,192
47,29848,140.907,25.066,83,189,198,521,460,90,192
48,29848,141.149,24.879,83,189,198,521,460,90,192
49,29848,141.781,24.575,84,184,198,521,460,90,192
50,29848,146.363,24.413,83,185,198,521,460,90,192
51,29848,152.936,23.863,89,190,198,521,460,90,192
52,29848,158.426,24.698,93,194,198,521,460,90,192
53,29848,158.432,24.700,93,194,198,521,460,90,192
54,29848,160.726,24.859,94,197,198,521,460,90,192
55,29848,160.714,25.063,94,197,198,521,460,90,192
56,29848,160.807,24.860,94,198,198,521,460,90,192
57,29848,159.799,24.981,94,197,198,521,460,90,192
58,29848,158.521,25.517,91,197,198,521,460,90,192
59,29848,157.812,25.195,90,197,198,521,460,90,192
60,29848,157.888,24.367,91,197,198,521,460,90,192
61,29848,156.962,24.269,91,194,198,521,460,90,192
62,29848,155.632,24.795,89,194,198,521,460,90,192
63,29848,154.989,24.656,87,194,198,521,460,90,192
64,29848,153.728,24.394,87,193,198,521,460,90,192
65,29848,151.995,24.343,89,191,198,521,460,90,192
66,29848,151.437,23.683,90,190,198,521,460,90,192
67,29848,151.440,23.688,90,190,198,521,460,90,192
68,29848,150.264,23.534,90,189,198,521,460,90,192
69,29848,148.211,23.704,89,188,198,521,460,90,192
70,29848,145.836,23.788,86,188,198,521,460,90,192
71,29848,145.238,24.423,86,185,198,521,460,90,192
72,29848,144.647,24.403,86,185,198,521,460,90,192
73,29848,144.226,24.199,86,185,198,521,460,90,192
74,29848,143.373,24.175,86,185,198,521,460,90,192
75,29848,143.362,24.019,86,184,198,521,460,90,192
76,29848,143.019,24.235,85,186,198,521,460,90,192
77,29848,139.638,24.308,84,183,198,521,460,90,192
78,29848,145.764,23.595,85,185,198,521,460,90,192
79,29848,152.942,22.828,90,189,198,521,460,90,192
80,29848,157.819,23.507,94,193,198,521,460,90,192
81,29848,159.007,24.039,96,196,198,521,460,90,192
82,29848,159.001,24.031,96,196,198,521,460,90,192
83,29848,159.119,23.755,96,196,198,521,460,90,192
84,29848,158.944,23.985,96,196,198,521,460,90,192
85,29848,157.663,23.854,96,196,198,521,460,90,192
86,29848,156.470,23.588,94,195,198,521,460,90,192
87,29848,156.387,23.593,94,194,198,521,460,90,192
88,29848,156.385,23.671,94,195,198,521,460,90,192
89,29848,156.265,23.677,94,195,198,521,460,90,192
90,29848,155.765,23.474,93,193,198,521,460,90,192
91,29848,153.794,22.519,91,189,198,521,460,90,192
92,29848,154.462,22.703,91,190,198,521,460,90,192
93,29848,153.869,22.871,93,190,198,521,460,90,192
94,29848,151.591,22.680,91,189,198,521,460,90,192
95,29848,150.268,22.545,91,188,198,521,460,90,192
96,29848,150.271,22.550,90,188,198,521,460,90,192
97,29848,150.674,22.915,90,190,198,521,460,90,192
98,29848,149.672,22.961,89,185,198,521,460,90,192
99,29848,148.643,22.631,89,185,198,521,460,90,192
100,29848,147.362,22.596,89,185,198,521,460,90,192
101,29848,146.678,22.823,89,186,198,521,460,90,192
102,29848,146.341,22.914,89,185,198,521,460,90,192
103,29848,145.251,22.708,89,185,198,521,460,90,192
104,29848,143.907,23.112,88,182,198,521,460,90,192
105,29848,143.024,23.002,87,182,198,521,460,90,192
106,29848,142.128,23.014,86,181,198,521,460,90,192
107,29848,141.156,23.629,83,181,198,521,460,90,192
108,29848,140.472,24.029,83,181,198,521,460,90,192
109,29848,145.091,24.456,84,183,198,521,460,90,192
110,29848,145.091,24.459,84,183,198,521,460,90,192
111,29848,150.387,23.041,87,187,198,521,460,90,192
112,29848,152.696,22.467,90,187,198,521,460,90,192
113,29848,154.117,23.023,90,191,198,521,460,90,192
114,29848,155.216,23.408,90,194,198,521,460,90,192
115,29848,155.239,23.448,91,195,198,521,460,90,192
116,29848,155.777,23.635,91,196,198,521,460,90,192
117,29848,156.625,23.278,94,196,198,521,460,90,192
