 ,Area(Ventricle),Mean(Ventricle),StdDev(Ventricle),Min(Ventricle),Max(Ventricle),Feret(Ventricle),FeretX(Ventricle),FeretY(Ventricle),FeretAngle(Ventricle),MinFeret(Ventricle)
1,29848,118.066,18.447,69,153,198,521,460,90,192
2,29848,117.563,18.202,68,154,198,521,460,90,192
3,29848,117.056,18.025,69,155,198,521,460,90,192
4,29848,117.058,17.979,68,155,198,521,460,90,192
5,29848,117.062,17.961,68,155,198,521,460,90,192
6,29848,116.671,17.750,68,156,198,521,460,90,192
7,29848,115.846,17.741,68,153,198,521,460,90,192
8,29848,115.448,17.714,67,153,198,521,460,90,192
9,29848,114.451,17.742,66,153,198,521,460,90,192
10,29848,114.076,17.300,66,150,198,521,460,90,192
11,29848,114.921,17.625,68,149,198,521,460,90,192
12,29848,114.913,17.623,68,149,198,521,460,90,192
13,29848,115.637,18.077,68,150,198,521,460,90,192
14,29848,116.431,17.931,69,149,198,521,460,90,192
15,29848,118.641,18.451,70,154,198,521,460,90,192
16,29848,124.694,20.719,72,168,198,521,460,90,192
17,29848,127.121,20.975,77,175,198,521,460,90,192
18,29848,127.103,20.919,77,174,198,521,460,90,192
19,29848,126.906,20.909,77,176,198,521,460,90,192
20,29848,126.904,20.897,76,175,198,521,460,90,192
21,29848,126.929,20.885,77,175,198,521,460,90,192
22,29848,126.969,20.840,77,175,198,521,460,90,192
23,29848,126.801,20.562,77,173,198,521,460,90,192
24,29848,126.405,20.239,77,170,198,521,460,90,192
25,29848,124.132,19.011,75,166,198,521,460,90,192
26,29848,122.976,18.373,75,166,198,521,460,90,192
27,29848,122.377,18.026,74,164,198,521,460,90,192
28,29848,122.377,18.020,74,164,198,521,460,90,192
29,29848,122.001,17.832,75,162,198,521,460,90,192
30,29848,121.495,17.722,73,159,198,521,460,90,192
31,29848,121.040,17.710,72,157,198,521,460,90,192
32,29848,120.110,17.603,72,158,198,521,460,90,192
33,29848,119.538,17.592,70,156,198,521,460,90,192
34,29848,119.191,17.291,70,153,198,521,460,90,192
35,29848,119.195,17.291,70,153,198,521,460,90,192
36,29848,118.804,16.958,69,153,198,521,460,90,192
37,29848,118.339,16.871,70,150,198,521,460,90,192
38,29848,117.701,16.862,69,149,198,521,460,90,192
39,29848,117.355,16.892,70,150,198,521,460,90,192
40,29848,116.880,16.896,69,153,198,521,460,90,192
41,29848,116.482,16.802,70,151,198,521,460,90,192
42,29848,116.229,16.576,70,150,198,521,460,90,192
43,29848,116.236,16.580,70,150,198,521,460,90,192
44,29848,115.452,16.515,70,149,198,521,460,90,192
45,29848,115.375,16.605,70,148,198,521,460,90,192
46,29848,115.163,16.897,69,147,198,521,460,90,192
47,29848,116.523,17.342,70,149,198,521,460,90,192
48,29848,122.070,19.312,72,162,198,521,460,90,192
49,29848,124.602,19.934,75,170,198,521,460,90,192
50,29848,125.140,19.768,76,169,198,521,460,90,192
51,29848,125.148,19.764,76,169,198,521,460,90,192
52,29848,125.268,19.837,76,169,198,521,460,90,192
53,29848,125.084,20.031,75,170,198,521,460,90,192
54,29848,125.141,20.078,75,170,198,521,460,90,192
55,29848,125.048,20.106,76,170,198,521,460,90,192
56,29848,124.631,19.915,75,170,198,521,460,90,192
57,29848,124.044,19.392,75,167,198,521,460,90,192
58,29848,124.049,19.396,75,167,198,521,460,90,192
59,29848,121.432,17.833,72,165,198,521,460,90,192
60,29848,120.375,17.356,73,162,198,521,460,90,192
61,29848,119.527,17.158,72,158,198,521,460,90,192
62,29848,118.884,17.199,71,157,198,521,460,90,192
63,29848,118.726,17.118,71,154,198,521,460,90,192
64,29848,118.170,17.229,71,149,198,521,460,90,192
65,29848,117.349,17.221,70,151,198,521,460,90,192
66,29848,117.350,17.226,70,151,198,521,460,90,192
67,29848,116.828,17.314,70,152,198,521,460,90,192
68,29848,116.306,17.386,70,152,198,521,460,90,192
69,29848,115.409,17.548,69,152,198,521,460,90,192
70,29848,114.789,17.643,68,151,198,521,460,90,192
71,29848,114.509,17.574,68,152,198,521,460,90,192
72,29848,113.824,17.617,67,152,198,521,460,90,192
73,29848,113.213,17.606,67,151,198,521,460,90,192
74,29848,113.216,17.599,67,151,198,521,460,90,192
75,29848,112.319,17.334,67,149,198,521,460,90,192
76,29848,112.000,17.192,65,149,198,521,460,90,192
77,29848,111.730,16.866,65,147,198,521,460,90,192
78,29848,112.892,17.294,68,148,198,521,460,90,192
79,29848,118.216,19.364,70,154,198,521,460,90,192
80,29848,123.191,20.723,75,171,198,521,460,90,192
81,29848,124.795,21.241,76,174,198,521,460,90,192
82,29848,124.784,21.246,76,174,198,521,460,90,192
83,29848,124.808,21.174,76,174,198,521,460,90,192
84,29848,124.453,21.234,74,174,198,521,460,90,192
85,29848,124.764,21.297,74,173,198,521,460,90,192
86,29848,124.955,21.264,74,173,198,521,460,90,192
87,29848,123.960,20.895,73,171,198,521,460,90,192
88,29848,121.062,19.510,71,168,198,521,460,90,192
89,29848,121.055,19.509,71,168,198,521,460,90,192
90,29848,120.073,19.012,71,165,198,521,460,90,192
91,29848,119.320,18.725,70,162,198,521,460,90,192
92,29848,118.466,18.651,70,159,198,521,460,90,192
93,29848,117.607,18.628,70,157,198,521,460,90,192
94,29848,117.110,18.406,68,154,198,521,460,90,192
95,29848,116.264,18.249,68,153,198,521,460,90,192
96,29848,114.956,18.106,68,151,198,521,460,90,192
97,29848,114.951,18.104,68,151,198,521,460,90,192
98,29848,114.228,17.923,68,148,198,521,460,90,192
99,29848,113.766,17.599,67,148,198,521,460,90,192
100,29848,113.257,17.476,67,148,198,521,460,90,192
101,29848,112.562,17.519,67,149,198,521,460,90,192
102,29848,111.837,17.543,66,149,198,521,460,90,192
103,29848,111.529,17.551,65,148,198,521,460,90,192
104,29848,111.329,17.152,65,148,198,521,460,90,192
105,29848,111.329,17.156,65,148,198,521,460,90,192
106,29848,111.598,17.412,65,144,198,521,460,90,192
107,29848,111.962,17.684,65,145,198,521,460,90,192
108,29848,114.396,18.629,68,151,198,521,460,90,192
109,29848,121.581,21.540,69,166,198,521,460,90,192
110,29848,124.868,22.320,73,175,198,521,460,90,192
111,29848,125.113,22.225,74,175,198,521,460,90,192
112,29848,125.120,22.224,75,175,198,521,460,90,192
