 ,Area(Ventricle),Mean(Ventricle),StdDev(Ventricle),Min(Ventricle),Max(Ventricle),Feret(Ventricle),FeretX(Ventricle),FeretY(Ventricle),FeretAngle(Ventricle),MinFeret(Ventricle)
1,29848,122.460,9.021,99,142,198,521,460,90,192
2,29848,122.204,8.871,99,143,198,521,460,90,192
3,29848,121.661,8.824,99,142,198,521,460,90,192
4,29848,121.117,8.832,99,141,198,521,460,90,192
5,29848,120.772,8.680,98,141,198,521,460,90,192
6,29848,120.070,8.639,98,140,198,521,460,90,192
7,29848,119.590,8.622,98,140,198,521,460,90,192
8,29848,119.023,8.632,98,142,198,521,460,90,192
9,29848,118.745,8.511,97,140,198,521,460,90,192
10,29848,118.287,8.452,97,139,198,521,460,90,192
11,29848,117.752,8.151,95,136,198,521,460,90,192
12,29848,117.032,8.207,95,137,198,521,460,90,192
13,29848,116.749,8.074,96,135,198,521,460,90,192
14,29848,116.236,7.953,96,134,198,521,460,90,192
15,29848,115.865,7.894,96,134,198,521,460,90,192
16,29848,114.868,7.791,95,133,198,521,460,90,192
17,29848,114.381,7.727,94,131,198,521,460,90,192
18,29848,114.454,7.862,94,133,198,521,460,90,192
19,29848,114.280,7.882,94,132,198,521,460,90,192
20,29848,114.083,7.768,93,131,198,521,460,90,192
21,29848,113.512,7.663,94,129,198,521,460,90,192
22,29848,112.854,7.475,94,131,198,521,460,90,192
23,29848,112.857,7.477,94,131,198,521,460,90,192
24,29848,112.244,7.395,94,128,198,521,460,90,192
25,29848,110.959,7.213,93,126,198,521,460,90,192
26,29848,110.377,7.020,93,126,198,521,460,90,192
27,29848,110.519,6.954,90,125,198,521,460,90,192
28,29848,112.722,7.100,93,129,198,521,460,90,192
29,29848,116.787,7.812,95,134,198,521,460,90,192
30,29848,119.633,8.702,96,140,198,521,460,90,192
31,29848,121.359,9.116,98,144,198,521,460,90,192
32,29848,121.969,9.106,99,143,198,521,460,90,192
33,29848,122.302,9.117,99,143,198,521,460,90,192
34,29848,122.498,9.189,100,143,198,521,460,90,192
35,29848,122.588,9.148,100,143,198,521,460,90,192
36,29848,122.516,9.179,102,143,198,521,460,90,192
37,29848,122.270,8.978,102,143,198,521,460,90,192
38,29848,121.811,9.038,101,145,198,521,460,90,192
39,29848,121.900,8.954,101,145,198,521,460,90,192
40,29848,121.686,8.843,101,144,198,521,460,90,192
41,29848,121.636,8.666,101,142,198,521,460,90,192
42,29848,121.478,8.547,99,142,198,521,460,90,192
43,29848,121.446,8.592,99,142,198,521,460,90,192
44,29848,121.385,8.350,99,143,198,521,460,90,192
45,29848,121.162,8.361,100,141,198,521,460,90,192
46,29848,120.961,8.374,99,142,198,521,460,90,192
47,29848,120.971,8.371,100,142,198,521,460,90,192
48,29848,120.610,8.202,99,140,198,521,460,90,192
49,29848,120.629,8.247,99,140,198,521,460,90,192
50,29848,120.577,8.270,99,141,198,521,460,90,192
51,29848,119.618,8.165,98,139,198,521,460,90,192
52,29848,119.315,8.209,98,139,198,521,460,90,192
53,29848,119.242,8.263,98,138,198,521,460,90,192
54,29848,119.194,8.233,98,139,198,521,460,90,192
55,29848,118.957,8.319,98,138,198,521,460,90,192
56,29848,118.158,8.322,98,137,198,521,460,90,192
57,29848,117.965,8.289,98,137,198,521,460,90,192
58,29848,117.766,8.251,97,137,198,521,460,90,192
59,29848,117.296,8.197,97,137,198,521,460,90,192
60,29848,117.107,7.940,98,136,198,521,460,90,192
61,29848,116.612,7.876,98,137,198,521,460,90,192
62,29848,116.294,7.773,98,136,198,521,460,90,192
63,29848,116.165,7.697,97,133,198,521,460,90,192
64,29848,115.814,7.863,97,135,198,521,460,90,192
65,29848,115.329,7.929,98,135,198,521,460,90,192
66,29848,115.268,8.044,97,134,198,521,460,90,192
67,29848,114.234,7.699,95,132,198,521,460,90,192
68,29848,113.878,7.712,95,133,198,521,460,90,192
69,29848,113.737,7.698,96,133,198,521,460,90,192
70,29848,113.740,7.700,96,133,198,521,460,90,192
71,29848,113.507,7.559,94,130,198,521,460,90,192
72,29848,113.148,7.440,95,129,198,521,460,90,192
73,29848,112.229,7.326,93,129,198,521,460,90,192
74,29848,111.514,7.037,93,128,198,521,460,90,192
75,29848,111.196,6.962,93,128,198,521,460,90,192
76,29848,112.761,7.218,93,131,198,521,460,90,192
77,29848,115.922,7.979,95,137,198,521,460,90,192
78,29848,118.834,8.536,98,141,198,521,460,90,192
