ID,estado,period,CV
28,ENVCOLD,First_30s,3.362550692265591
28,ENVCOLD,Last_30s,5.718300731817629
28,ENVHEAT,First_30s,2.828105453777305
28,ENVHEAT,Last_30s,6.828990646628516
28,WATCOLD,First_30s,4.567168260540065
28,WATCOLD,Last_30s,5.195167727935028
28,WATHEAT,First_30s,7.608551105812497
28,WATHEAT,Last_30s,8.402907040683703
29,15C,First_30s,6.390359032477032
29,15C,Last_30s,7.804071609581059
29,1C,First_30s,1.6451334684492473
29,1C,Last_30s,4.1178263690338035
29,29C,First_30s,3.656452773811125
29,29C,Last_30s,6.492527438402165
29,8C,First_30s,4.403498005412267
29,8C,Last_30s,5.589061210721088
29,ENVCOLD,First_30s,5.5606161609909455
29,ENVCOLD,Last_30s,9.313275968905018
29,ENVHEAT,First_30s,5.086906509685902
29,ENVHEAT,Last_30s,13.009953303141172
29,WATCOLD,First_30s,5.52426242867412
29,WATCOLD,Last_30s,4.639045980504924
29,WATHEAT,First_30s,9.296914174537918
29,WATHEAT,Last_30s,4.5363881234772245
30,29C,First_30s,5.811641134013583
30,29C,Last_30s,11.042630332536428
30,ENVCOLD,First_30s,8.243949515512998
30,ENVCOLD,Last_30s,19.18089370473878
30,ENVHEAT,First_30s,5.69864001266394
30,ENVHEAT,Last_30s,7.95690334349725
30,WATCOLD,First_30s,14.512191204041269
30,WATCOLD,Last_30s,5.246132307631879
31,ENVCOLD,First_30s,5.637625634257562
31,ENVCOLD,Last_30s,4.814878704977656
31,WATCOLD,First_30s,9.509700011689878
31,WATCOLD,Last_30s,2.7131772037192707
