Block,time,value,ID,estado
Cold,55.997776542523624,124.23561845743886,6,ENVCOLD
Cold,57.165091717620896,116.37657001499306,6,ENVCOLD
Cold,58.36575875486381,118.52817657837758,6,ENVCOLD
Cold,59.599777654252364,116.44074506080301,6,ENVCOLD
Cold,0.9672040022234575,102.94275618857263,8,ENVCOLD
Cold,2.1011673151750974,103.8922010994505,8,ENVCOLD
Cold,3.201778765981101,100.93680676328526,8,ENVCOLD
Cold,4.269038354641467,102.08701939030514,8,ENVCOLD
Cold,5.403001667593108,102.71076608362503,8,ENVCOLD
Cold,6.536964980544747,102.5458955189076,8,ENVCOLD
Cold,7.63757643135075,102.1041112110613,8,ENVCOLD
Cold,8.77153974430239,101.2240843578215,8,ENVCOLD
Cold,9.872151195108394,101.11180309845085,8,ENVCOLD
Cold,11.006114508060033,100.76365950358164,8,ENVCOLD
Cold,12.173429683157309,100.99619726803306,8,ENVCOLD
Cold,13.340744858254586,100.12418190904587,8,ENVCOLD
Cold,14.474708171206226,103.56592360486442,8,ENVCOLD
Cold,15.675375208449138,105.73374032983524,8,ENVCOLD
Cold,16.842690383546415,105.249956055306,8,ENVCOLD
Cold,18.01000555864369,104.28048832250562,8,ENVCOLD
Cold,19.210672595886603,106.07889781775788,8,ENVCOLD
Cold,20.411339633129515,108.4746283858073,8,ENVCOLD
Cold,21.57865480822679,108.90495765450619,8,ENVCOLD
Cold,22.812673707615343,107.21723881392658,8,ENVCOLD
Cold,24.013340744858255,107.77636365150784,8,ENVCOLD
Cold,25.214007782101167,105.97303051807448,8,ENVCOLD
Cold,26.381322957198442,105.07134046310183,8,ENVCOLD
Cold,27.61534185658699,105.6676348159256,8,ENVCOLD
Cold,28.816008893829906,106.57755935365653,8,ENVCOLD
Cold,30.050027793218455,107.71161146093635,8,ENVCOLD
Cold,31.284046692607003,106.60136168582376,8,ENVCOLD
Cold,32.55141745414119,106.65507732800289,8,ENVCOLD
Cold,33.78543635352974,105.33542515408969,8,ENVCOLD
Cold,35.05280711506392,106.81081252707006,8,ENVCOLD
Cold,36.253474152306836,106.44663554889233,8,ENVCOLD
Cold,37.48749305169539,107.17759816758303,8,ENVCOLD
Cold,38.72151195108393,107.97820159920066,8,ENVCOLD
Cold,39.955530850472485,105.33172850241553,8,ENVCOLD
Cold,41.12284602556976,102.07233133433289,8,ENVCOLD
Cold,42.390216787103945,99.7513996335168,8,ENVCOLD
Cold,43.557531962201224,101.17937991004497,8,ENVCOLD
Cold,44.89160644802668,100.65097394636037,8,ENVCOLD
Cold,46.092273485269594,102.67579980010002,8,ENVCOLD
Cold,47.326292384658146,103.58505890388167,8,ENVCOLD
Cold,48.526959421901054,103.77495512243893,8,ENVCOLD
Cold,49.760978321289606,102.7977407296353,8,ENVCOLD
Cold,50.961645358532515,102.40333583208405,8,ENVCOLD
Cold,52.19566425792107,101.18839446943204,8,ENVCOLD
Cold,53.463035019455255,102.56643931367665,8,ENVCOLD
Cold,54.6970539188438,101.7476801932368,8,ENVCOLD
Cold,55.897720956086715,100.79486683325007,8,ENVCOLD
Cold,57.165091717620896,100.13506063634861,8,ENVCOLD
Cold,58.46581434130072,100.08710747959368,8,ENVCOLD
Cold,59.69983324068927,100.17583389111913,8,ENVCOLD
Cold,0.8671484157865481,97.09939390304874,9,ENVCOLD
Cold,2.4013340744858254,96.85491034482777,9,ENVCOLD
Cold,3.802112284602557,94.12248229218723,9,ENVCOLD
Cold,5.236242356864925,94.20871354322846,9,ENVCOLD
Cold,6.737076153418566,94.117150091621,9,ENVCOLD
Cold,8.271261812117842,94.05066136931535,9,ENVCOLD
Cold,9.872151195108394,95.01773176744965,9,ENVCOLD
Cold,11.372984991662035,94.06184271197756,9,ENVCOLD
Cold,12.84046692607004,94.81878480759637,9,ENVCOLD
Cold,14.374652584769317,95.0118069298686,9,ENVCOLD
Cold,15.94219010561423,94.05161445943703,9,ENVCOLD
Cold,17.609783212896055,94.81633459936705,9,ENVCOLD
Cold,19.377431906614785,94.83513313343349,9,ENVCOLD
Cold,20.811561978877155,93.25525620523098,9,ENVCOLD
Cold,22.279043913285157,93.47590504747637,9,ENVCOLD
Cold,23.7798777098388,93.41542978510753,9,ENVCOLD
Cold,25.314063368538076,93.98415069132113,9,ENVCOLD
Cold,26.848249027237355,94.13557737797778,9,ENVCOLD
Cold,28.515842134519175,94.24411197734479,9,ENVCOLD
Cold,30.183435241801,95.11669988339166,9,ENVCOLD
Cold,31.951083935519733,94.56343768115941,9,ENVCOLD
Cold,33.3852140077821,93.15785040812936,9,ENVCOLD
Cold,34.819344080044466,92.82093456605047,9,ENVCOLD
Cold,36.253474152306836,92.38480932866905,9,ENVCOLD
Cold,37.75430794886048,91.8611161086124,9,ENVCOLD
Cold,39.321845469705394,91.0878347492921,9,ENVCOLD
Cold,40.92273485269594,90.88062398800606,9,ENVCOLD
Cold,42.55697609783213,91.37711634182915,9,ENVCOLD
Cold,44.25792106725959,91.55044904214566,9,ENVCOLD
Cold,45.992217898832685,91.10995745460613,9,ENVCOLD
Cold,47.39299610894942,90.65333886390142,9,ENVCOLD
Cold,48.86047804335742,91.53360789605202,9,ENVCOLD
Cold,50.36131183991106,91.95967173080138,9,ENVCOLD
Cold,51.928849360755976,92.24218780609709,9,ENVCOLD
Cold,53.463035019455255,92.39453213393307,9,ENVCOLD
Cold,55.13062812673707,92.18386156921552,9,ENVCOLD
Cold,56.83157309616453,91.9698351824088,9,ENVCOLD
Cold,58.76598110061145,91.7638035982009,9,ENVCOLD
Cold,0.8004446914952752,104.5093310677996,11,ENVCOLD
Cold,2.001111728738188,103.94546580043328,11,ENVCOLD
Cold,3.201778765981101,103.35858783941376,11,ENVCOLD
Cold,4.43579766536965,102.71547469598565,11,ENVCOLD
Cold,5.669816564758199,102.86173186739964,11,ENVCOLD
Cold,7.07059477487493,105.4571171747461,11,ENVCOLD
Cold,8.10450250138966,104.19593733133473,11,ENVCOLD
Cold,9.13841022790439,101.14904507746166,11,ENVCOLD
Cold,10.305725403001668,101.26669475262396,11,ENVCOLD
Cold,11.473040578098944,98.3152497751127,11,ENVCOLD
Cold,12.673707615341856,99.59904167916082,11,ENVCOLD
Cold,13.841022790439133,98.97346866566723,11,ENVCOLD
Cold,15.141745414118954,100.399641046144,11,ENVCOLD
Cold,16.575875486381324,101.0855376978179,11,ENVCOLD
Cold,17.776542523624236,99.73498777278036,11,ENVCOLD
Cold,18.943857698721512,96.96292830251559,11,ENVCOLD
Cold,20.044469149527515,97.62971340996208,11,ENVCOLD
Cold,21.145080600333518,98.75940399800143,11,ENVCOLD
Cold,22.279043913285157,98.14967173080139,11,ENVCOLD
Cold,23.446359088382433,99.38254306180262,11,ENVCOLD
Cold,24.780433574207894,99.81576171914058,11,ENVCOLD
Cold,26.11450806003335,99.05236525070802,11,ENVCOLD
Cold,27.315175097276263,98.82582595369007,11,ENVCOLD
Cold,28.449138410227903,97.04014659337024,11,ENVCOLD
Cold,29.549749861033906,97.44988622355527,11,ENVCOLD
Cold,30.617009449694272,97.25503624854281,11,ENVCOLD
Cold,31.684269038354643,96.08765503914724,11,ENVCOLD
Cold,32.78488048916064,96.87774029651884,11,ENVCOLD
Cold,33.88549193996665,97.05477441279396,11,ENVCOLD
Cold,34.95275152862701,98.21772023988026,11,ENVCOLD
Cold,36.086714841578655,96.06118953856446,11,ENVCOLD
Cold,37.15397443023902,95.67641485923727,11,ENVCOLD
Cold,38.254585881045024,96.33233286690022,11,ENVCOLD
Cold,39.4219010561423,94.16756105280733,11,ENVCOLD
Cold,40.55586436909394,97.63106729968361,11,ENVCOLD
Cold,41.72317954419122,97.62807602865273,11,ENVCOLD
Cold,42.82379099499722,99.01102192237244,11,ENVCOLD
Cold,43.924402445803224,99.7664302182245,11,ENVCOLD
Cold,45.025013896609224,97.75173999666845,11,ENVCOLD
Cold,46.15897720956087,98.81278517407993,11,ENVCOLD
Cold,47.25958866036687,98.31289555222389,11,ENVCOLD
Cold,48.46025569760978,99.84435835415647,11,ENVCOLD
Cold,49.62757087270706,99.27614362818616,11,ENVCOLD
Cold,50.594774874930515,96.67027772780307,11,ENVCOLD
Cold,51.62868260144525,97.22376381809126,11,ENVCOLD
Cold,52.662590327959975,97.09893876395155,11,ENVCOLD
Cold,53.76320177876598,97.51799233716501,11,ENVCOLD
Cold,54.830461367426345,97.60134835915392,11,ENVCOLD
Cold,55.897720956086715,97.25045683824753,11,ENVCOLD
Cold,56.998332406892715,96.93547392970198,11,ENVCOLD
Cold,57.99888827126181,97.12411910711326,11,ENVCOLD
Cold,58.9994441356309,97.96335842078966,11,ENVCOLD
Cold,0.7337409672040022,102.03310727969362,12,ENVCOLD
Cold,2.3346303501945527,101.62474975845426,12,ENVCOLD
Cold,3.9688715953307394,103.10537397967698,12,ENVCOLD
Cold,5.536409116175653,103.3557733799767,12,ENVCOLD
Cold,7.137298499166203,101.82842398800601,12,ENVCOLD
Cold,8.77153974430239,101.72017248042657,12,ENVCOLD
Cold,10.372429127292941,101.14221682492084,12,ENVCOLD
Cold,11.973318510283491,102.54244104614371,12,ENVCOLD
Cold,13.57420789327404,103.07790068299194,12,ENVCOLD
Cold,15.241801000555864,103.30471331001188,12,ENVCOLD
Cold,16.909394107837688,101.36210444777626,12,ENVCOLD
Cold,18.643690939410785,100.86036571714165,12,ENVCOLD
Cold,20.27793218454697,102.33854232883557,12,ENVCOLD
Cold,21.87882156753752,100.12191467599537,12,ENVCOLD
Cold,23.47971095052807,100.22950644677657,12,ENVCOLD
Cold,25.147304057809894,99.12722548725654,12,ENVCOLD
Cold,26.81489716509172,98.90231264367817,12,ENVCOLD
Cold,28.515842134519175,93.14809835082464,12,ENVCOLD
Cold,30.150083379655364,89.15028875562221,12,ENVCOLD
Cold,31.817676486937188,88.09517677827756,12,ENVCOLD
Cold,33.51862145636465,90.89872866899894,12,ENVCOLD
Cold,35.21956642579211,90.16085733799773,12,ENVCOLD
Cold,36.88715953307393,86.1609016491754,12,ENVCOLD
Cold,38.55475264035575,85.28986326836589,12,ENVCOLD
Cold,40.055586436909394,87.01238474096286,12,ENVCOLD
Cold,41.78988326848249,87.73907926036989,12,ENVCOLD
Cold,43.457476375764315,87.21783664834255,12,ENVCOLD
Cold,45.12506948304613,87.39439013826423,12,ENVCOLD
Cold,46.75931072818232,87.18972590371489,12,ENVCOLD
Cold,48.426903835464145,88.16771061136107,12,ENVCOLD
Cold,50.16120066703724,85.32541709145436,12,ENVCOLD
Cold,51.79544191217343,84.8510266200234,12,ENVCOLD
Cold,53.42968315730962,85.23953126769948,12,ENVCOLD
Cold,55.03057254030016,88.7801462935199,12,ENVCOLD
Cold,56.731517509727624,89.83024074629365,12,ENVCOLD
Cold,58.39911061700945,90.32220136598374,12,ENVCOLD
Cold,0.500277932184547,107.6151666166917,13,ENVCOLD
Cold,2.1011673151750974,107.57760869565233,13,ENVCOLD
Cold,3.7687604224569204,106.34905947026502,13,ENVCOLD
Cold,5.336297943301834,108.68010881226064,13,ENVCOLD
Cold,7.103946637020567,106.68344577711167,13,ENVCOLD
Cold,8.571428571428571,115.70794859237063,13,ENVCOLD
Cold,10.239021678710394,115.40371980676333,13,ENVCOLD
Cold,11.873262923846582,110.80468975512277,13,ENVCOLD
Cold,13.374096720400223,108.42659340329843,13,ENVCOLD
Cold,14.874930516953864,111.76920469765149,13,ENVCOLD
Cold,16.342412451361866,112.45546819923375,13,ENVCOLD
Cold,17.943301834352418,118.77362405463971,13,ENVCOLD
Cold,19.51083935519733,119.91774312843629,13,ENVCOLD
Cold,20.9449694274597,119.15964564384485,13,ENVCOLD
Cold,22.279043913285157,123.08739070464779,13,ENVCOLD
Cold,23.646470261256255,122.59631867399662,13,ENVCOLD
Cold,24.980544747081712,121.31844424454475,13,ENVCOLD
Cold,26.381322957198442,117.66758294186269,13,ENVCOLD
Cold,27.682045580878267,120.44252477094805,13,ENVCOLD
Cold,29.14952751528627,116.9321675162422,13,ENVCOLD
Cold,30.617009449694272,116.87287792770323,13,ENVCOLD
Cold,32.05113952195664,116.91051074462814,13,ENVCOLD
Cold,33.48526959421901,119.11039250374827,13,ENVCOLD
Cold,34.819344080044466,116.86902652007329,13,ENVCOLD
Cold,36.253474152306836,117.20016938197577,13,ENVCOLD
Cold,37.62090050027793,116.59165070797953,13,ENVCOLD
Cold,38.988326848249024,125.40805667166448,13,ENVCOLD
Cold,40.35575319622012,124.33349531900723,13,ENVCOLD
Cold,41.756531406336855,121.26726896551732,13,ENVCOLD
Cold,43.123957754307945,121.97660059970043,13,ENVCOLD
Cold,44.458032240133406,120.53008772280552,13,ENVCOLD
Cold,46.092273485269594,123.03635678827266,13,ENVCOLD
Cold,47.45969983324069,113.06262248875564,13,ENVCOLD
Cold,48.86047804335742,112.26307146426798,13,ENVCOLD
Cold,50.19455252918288,112.42947179743477,13,ENVCOLD
Cold,51.4952751528627,116.4859962685326,13,ENVCOLD
Cold,52.82934963868816,114.8749561552557,13,ENVCOLD
Cold,54.13007226236798,114.20268045977042,13,ENVCOLD
Cold,55.46414674819344,113.68919030484756,13,ENVCOLD
Cold,56.86492495831017,114.409656505081,13,ENVCOLD
Cold,58.23235130628127,113.64674882558735,13,ENVCOLD
Cold,59.499722067815455,114.91443175079145,13,ENVCOLD
Cold,0.43357420789327406,68.93406640013332,14,ENVCOLD
Cold,1.1006114508060034,66.49735458937191,14,ENVCOLD
Cold,2.6014452473596443,66.53966163584883,14,ENVCOLD
Cold,4.035575319622012,66.94819393636526,14,ENVCOLD
Cold,5.503057254030017,67.06169312010672,14,ENVCOLD
Cold,6.903835464146748,71.80825913709818,14,ENVCOLD
Cold,8.337965536409117,69.13872220556404,14,ENVCOLD
Cold,9.672040022234574,69.3278768615693,14,ENVCOLD
Cold,11.072818232351306,68.43571750791294,14,ENVCOLD
Cold,12.306837131739856,69.31865297351331,14,ENVCOLD
Cold,13.67426347971095,72.59301645843753,14,ENVCOLD
Cold,14.941634241245136,71.86158517407961,14,ENVCOLD
Cold,16.275708727070594,70.54523478260886,14,ENVCOLD
Cold,17.54307948860478,74.80727789438626,14,ENVCOLD
Cold,18.810450250138967,74.76709708479105,14,ENVCOLD
Cold,20.144524735964424,69.58171977344676,14,ENVCOLD
Cold,21.278488048916063,67.79451524237898,14,ENVCOLD
Cold,22.44580322401334,69.37370398134271,14,ENVCOLD
Cold,23.746525847693164,70.35362125603882,14,ENVCOLD
Cold,25.01389660922735,71.15001912377154,14,ENVCOLD
Cold,26.31461923290717,71.24339670164933,14,ENVCOLD
Cold,27.64869371873263,72.10728125937045,14,ENVCOLD
Cold,28.916064480266815,71.86900106613376,14,ENVCOLD
Cold,30.216787103946636,74.16908045977026,14,ENVCOLD
Cold,31.517509727626457,74.37297914376168,14,ENVCOLD
Cold,32.71817676486937,72.10499220389823,14,ENVCOLD
Cold,33.918843802112285,71.93206989838436,14,ENVCOLD
Cold,35.15286270150083,71.20433513243383,14,ENVCOLD
Cold,36.38688160088938,71.51825993669841,14,ENVCOLD
Cold,37.687604224569206,70.81954262868577,14,ENVCOLD
Cold,38.95497498610339,73.47181735798789,14,ENVCOLD
Cold,40.1556420233463,74.8997285357322,14,ENVCOLD
Cold,41.42301278488049,74.40701565883745,14,ENVCOLD
Cold,42.657031684269036,73.84764121272715,14,ENVCOLD
Cold,43.89105058365759,76.01729072130601,14,ENVCOLD
Cold,45.191773207337405,75.22871864067974,14,ENVCOLD
Cold,46.5591995553085,75.2983513909712,14,ENVCOLD
Cold,47.893274041133964,77.3371634849244,14,ENVCOLD
Cold,49.2940522512507,78.09417794436116,14,ENVCOLD
Cold,50.72818232351306,78.57447109778457,14,ENVCOLD
Cold,52.128960533629794,79.15029848409144,14,ENVCOLD
Cold,53.563090605892164,81.11125817091455,14,ENVCOLD
Cold,54.96386881600889,83.00246966516757,14,ENVCOLD
Cold,56.23123957754308,82.83017128102632,14,ENVCOLD
Cold,57.5319622012229,82.46040576378493,14,ENVCOLD
Cold,58.799332962757084,81.76039193736484,14,ENVCOLD
Cold,0.1000555864369094,107.0440788443963,15,ENVCOLD
Cold,1.434130072262368,110.43337084790981,15,ENVCOLD
Cold,2.801556420233463,113.30335022488785,15,ENVCOLD
Cold,4.202334630350195,112.88513809761781,15,ENVCOLD
Cold,5.636464702612562,112.49333469931703,15,ENVCOLD
Cold,7.07059477487493,110.6105939696821,15,ENVCOLD
Cold,8.471372984991662,112.99298164251235,15,ENVCOLD
Cold,9.938854919399667,115.27047996002035,15,ENVCOLD
Cold,11.339633129516399,116.10513796435119,15,ENVCOLD
